Reg nr,Kandidaat,Kokku,Hääled välisriigist,E-hääled
931,Ivari Padar,3992,6,1184
934,Kalvi Kõva,2081,2,554
941,Inara Luigas,1192,2,257
933,Rein Randver,1003,2,230
932,Sirje Tobreluts,849,1,217
936,Tarmo Tamm,452,1,99
937,Silja Suija,390,2,139
935,Raul Kudre,245,0,59
938,Rein Järvelill,218,0,62
940,Sixten Sild,203,0,83
939,Kalev Härk,191,0,68
962,Argo Mõttus,111,0,19
967,Marek Ranne,114,0,48
972,Tarmo Porroson,59,0,16
135,Andrus Soopalu,349,0,78
136,Andres Lainela,32,0,8
252,Mart Helme,6714,10,1516
253,Heldur Paulson,132,0,49
255,Käde Kalamees,84,0,24
254,Helle Kullerkupp,70,0,15
259,Iivi Kallaste,58,0,17
260,Tiina Toomjõe,41,0,11
257,Mati Lehola,28,0,11
258,Heiki Merirand,28,0,6
256,Andrus Lelov,24,0,10
261,Tiina Espenberg,9,0,3
377,Toomas Kivimägi,7603,12,2511
378,Jüri Jaanson,1328,2,469
379,Väino Linde,1206,1,476
380,Väino Hallikmägi,293,0,121
381,Meeli Pärna,263,0,104
382,Riido Villup,202,0,69
386,Kristjan Heamäe,167,1,63
383,Maarja Kõrv,162,0,71
384,Kalev Päit,96,1,33
385,Carmen Illak,92,0,50
503,Andres Metsoja,2207,2,760
502,Annely Akkermann,1571,6,504
511,Trivimi Velliste,451,13,167
504,Rein Kilk,260,1,91
508,Lauri Luur,251,0,77
506,Meelis Kukk,236,0,78
507,Krista Nõmm,221,0,63
510,Mari Suurväli,71,1,21
505,Tiit Matsulevitš,39,1,25
509,Georg Männik,30,0,7
550,Mart Saarso,202,2,83
551,Ove Varik,49,1,20
576,Gennadi Vereštšagin,21,0,1
692,Jüri Saar,1161,3,448
693,Kadri Jäätma,407,1,174
694,Elmo Joa,289,1,107
696,Heli Künnapas,277,0,113
697,Johannes Kass,122,0,25
695,Ants Erm,111,0,44
701,Jaanus Ojangu,77,0,27
700,Rein Prins,59,0,13
698,Enn Rähn,47,0,12
699,Hillar Vaik,46,0,20
817,Kadri Simson,5726,9,646
818,Marko Šorin,464,0,46
819,Hillar Talvik,265,2,21
820,Riho Alliksoo,264,0,27
822,Svetlana Tšipurina,248,1,23
821,Kalle Song,184,0,34
825,Anne Betker,115,4,7
823,Avo Keel,102,1,15
824,Ants Lopsik,100,0,14
826,Argo Mengel,76,0,8
942,Indrek Saar,1944,5,597
945,Mark Soosaar,613,2,177
944,Aet Maatee,504,0,189
947,Valter Parve,363,1,119
946,Mercedes Merimaa,249,2,92
943,Tatjana Jaanson,230,1,64
951,Kadri-Aija Viik,221,0,65
948,Priit Ruut,191,1,61
949,Kalev Kaljuste,182,1,50
950,Andres Hirvela,144,0,48
963,Peeter Paemurru,88,0,15
