number,name,votes,electronic,abroad,mandate,district,party
915,Triin Pärsim,311,123,2,#N/A,9,Sotsiaaldemokraatlik Erakond
716,Elena Glebova,310,51,0,#N/A,2,Eesti Keskerakond
452,Tauno Toompuu,310,98,0,#N/A,6,Erakond Isamaa ja Res Publica Liit
480,Mihkel Kübar,302,114,0,#N/A,9,Erakond Isamaa ja Res Publica Liit
892,Maimu Berg,299,105,1,#N/A,6,Sotsiaaldemokraatlik Erakond
187,Maido Pajo,298,97,0,#N/A,4,Eesti Konservatiivne Rahvaerakond
763,Andres Jaadla,298,36,0,#N/A,6,Eesti Keskerakond
450,Ain Suurkaev,297,93,0,#N/A,6,Erakond Isamaa ja Res Publica Liit
351,Viktor Svjatõšev,297,104,3,#N/A,9,Eesti Reformierakond
618,Priit Kärsna,296,124,0,#N/A,4,Eesti Vabaerakond
329,Toivo Asmer,296,103,1,#N/A,7,Eesti Reformierakond
793,Andres Raid,295,54,0,#N/A,9,Eesti Keskerakond
864,Karel Rüütli,293,117,0,#N/A,4,Sotsiaaldemokraatlik Erakond
380,Väino Hallikmägi,293,121,0,#N/A,12,Eesti Reformierakond
395,Tiit Meren,292,158,1,#N/A,1,Erakond Isamaa ja Res Publica Liit
495,Arne Tilk,292,91,1,#N/A,11,Erakond Isamaa ja Res Publica Liit
837,Katrin Saks,291,138,0,#N/A,1,Sotsiaaldemokraatlik Erakond
295,Eero Merilind,291,139,0,#N/A,3,Eesti Reformierakond
898,Kristina Kallas,291,64,0,#N/A,7,Sotsiaaldemokraatlik Erakond
709,Irina Antonjuk,290,27,3,#N/A,1,Eesti Keskerakond
866,Tiit Tammsaar,290,94,0,#N/A,4,Sotsiaaldemokraatlik Erakond
440,Merle Mäesalu,289,104,3,#N/A,5,Erakond Isamaa ja Res Publica Liit
694,Elmo Joa,289,107,1,#N/A,12,Eesti Vabaerakond
391,Diana Ingerainen,288,146,0,#N/A,1,Erakond Isamaa ja Res Publica Liit
870,Astrid Ojasoon,287,84,0,#N/A,4,Sotsiaaldemokraatlik Erakond
544,Marko Kaasik,283,106,0,#N/A,10,Erakond Eestimaa Rohelised
855,Lauri Laats,282,76,0,#N/A,3,Sotsiaaldemokraatlik Erakond
138,Nele Valgepea,281,94,0,#N/A,1,Eesti Konservatiivne Rahvaerakond
430,Andres Laisk,281,150,1,#N/A,4,Erakond Isamaa ja Res Publica Liit
924,Kadri Leetmaa,281,144,1,#N/A,10,Sotsiaaldemokraatlik Erakond
250,Aivar Mesikäpp,281,63,0,#N/A,11,Eesti Konservatiivne Rahvaerakond
242,Merry Aart,279,70,1,#N/A,11,Eesti Konservatiivne Rahvaerakond
390,Maksim Rogalski,278,73,0,#N/A,1,Erakond Isamaa ja Res Publica Liit
444,Alar Schönberg,277,85,2,#N/A,5,Erakond Isamaa ja Res Publica Liit
696,Heli Künnapas,277,113,0,#N/A,12,Eesti Vabaerakond
118,Kristiina Ojuland,273,69,0,#N/A,6,Rahva Ühtsuse Erakond
790,Aare Olgo,270,24,0,#N/A,9,Eesti Keskerakond
488,Karl Kull,270,124,2,#N/A,10,Erakond Isamaa ja Res Publica Liit
443,Raimond Lunev,269,65,1,#N/A,5,Erakond Isamaa ja Res Publica Liit
470,Kalju Kertsmik,269,75,1,#N/A,8,Erakond Isamaa ja Res Publica Liit
476,Toivo Peets,269,68,0,#N/A,9,Erakond Isamaa ja Res Publica Liit
791,Max Kaur,269,23,0,#N/A,9,Eesti Keskerakond
843,Ott Pärna,268,155,0,#N/A,2,Sotsiaaldemokraatlik Erakond
845,Siim Tuisk,268,165,2,#N/A,2,Sotsiaaldemokraatlik Erakond
415,Evelin Samuel,268,107,3,#N/A,3,Erakond Isamaa ja Res Publica Liit
871,Tõnis Blank,268,103,0,#N/A,4,Sotsiaaldemokraatlik Erakond
631,Jüri Lember,267,127,0,#N/A,5,Eesti Vabaerakond
154,Raul Öpik,265,98,0,#N/A,2,Eesti Konservatiivne Rahvaerakond
643,Peeter Kapten,265,105,1,#N/A,7,Eesti Vabaerakond
819,Hillar Talvik,265,21,2,#N/A,12,Eesti Keskerakond
403,Kalev Vapper,264,137,2,#N/A,2,Erakond Isamaa ja Res Publica Liit
820,Riho Alliksoo,264,27,0,#N/A,12,Eesti Keskerakond
381,Meeli Pärna,263,104,0,#N/A,12,Eesti Reformierakond
765,Jaanus Mutli,262,31,1,#N/A,6,Eesti Keskerakond
354,Kaisa Edenberg,262,113,1,#N/A,9,Eesti Reformierakond
461,Tunne-Väldo Kelam,260,83,1,#N/A,7,Erakond Isamaa ja Res Publica Liit
908,Erich Palm,260,104,0,#N/A,8,Sotsiaaldemokraatlik Erakond
504,Rein Kilk,260,91,1,#N/A,12,Erakond Isamaa ja Res Publica Liit
285,Kalev Kukk,256,150,0,#N/A,2,Eesti Reformierakond
614,Tiia Välk,255,111,1,#N/A,4,Eesti Vabaerakond
325,Leo Aadel,255,85,0,#N/A,6,Eesti Reformierakond
436,Reet Roos,254,138,1,#N/A,4,Erakond Isamaa ja Res Publica Liit
900,Ants Kutti,254,79,0,#N/A,7,Sotsiaaldemokraatlik Erakond
844,Toomas Alatalu,253,86,1,#N/A,2,Sotsiaaldemokraatlik Erakond
363,Triin Anette Kaasik,253,111,2,#N/A,10,Eesti Reformierakond
901,Toomas Nõmmiste,251,92,0,#N/A,7,Sotsiaaldemokraatlik Erakond
909,Kaupo Känd,251,69,2,#N/A,8,Sotsiaaldemokraatlik Erakond
508,Lauri Luur,251,77,0,#N/A,12,Erakond Isamaa ja Res Publica Liit
946,Mercedes Merimaa,249,92,2,#N/A,12,Sotsiaaldemokraatlik Erakond
822,Svetlana Tšipurina,248,23,1,#N/A,12,Eesti Keskerakond
394,Avo Üprus,247,80,2,#N/A,1,Erakond Isamaa ja Res Publica Liit
512,Olev-Andres Tinn,247,113,2,#N/A,1,Erakond Eestimaa Rohelised
445,Toomas Takkis,247,107,1,#N/A,5,Erakond Isamaa ja Res Publica Liit
856,Kadi Pärnits,245,109,2,#N/A,3,Sotsiaaldemokraatlik Erakond
755,Janne Nurmik,245,42,2,#N/A,5,Eesti Keskerakond
935,Raul Kudre,245,59,0,#N/A,11,Sotsiaaldemokraatlik Erakond
335,Enno Vinni,243,84,0,#N/A,7,Eesti Reformierakond
364,Helmer Jõgi,243,114,0,#N/A,10,Eesti Reformierakond
918,Meelis Karro,242,75,0,#N/A,9,Sotsiaaldemokraatlik Erakond
642,Heiki Hallik,241,80,0,#N/A,6,Eesti Vabaerakond
310,Ain Täpsi,237,96,0,#N/A,4,Eesti Reformierakond
597,Jaan Riis,236,111,1,#N/A,2,Eesti Vabaerakond
506,Meelis Kukk,236,78,0,#N/A,12,Erakond Isamaa ja Res Publica Liit
842,Andra Veidemann,235,105,3,#N/A,2,Sotsiaaldemokraatlik Erakond
393,Tiia Sihver,233,111,5,#N/A,1,Erakond Isamaa ja Res Publica Liit
561,Georgi Bõstrov,233,23,0,#N/A,4,Eestimaa Ühendatud Vasakpartei
881,Veeve Kaasik,232,54,0,#N/A,5,Sotsiaaldemokraatlik Erakond
814,Toivo Tootsen,232,29,0,#N/A,11,Eesti Keskerakond
943,Tatjana Jaanson,230,64,1,#N/A,12,Sotsiaaldemokraatlik Erakond
397,Tiit Riisalo,229,114,0,#N/A,1,Erakond Isamaa ja Res Publica Liit
233,Merike Lillenberg,229,49,1,#N/A,10,Eesti Konservatiivne Rahvaerakond
248,Riina Sabalisk,229,53,0,#N/A,11,Eesti Konservatiivne Rahvaerakond
725,Nelli Privalova,228,36,1,#N/A,2,Eesti Keskerakond
451,Hannes Mets,228,69,1,#N/A,6,Erakond Isamaa ja Res Publica Liit
579,Ants Miller,227,119,0,#N/A,1,Eesti Vabaerakond
157,Rein Tölp,225,57,2,#N/A,2,Eesti Konservatiivne Rahvaerakond
811,Eve Salundi,224,22,1,#N/A,11,Eesti Keskerakond
326,Kaido Veski,223,64,0,#N/A,6,Eesti Reformierakond
507,Krista Nõmm,221,63,0,#N/A,12,Erakond Isamaa ja Res Publica Liit
951,Kadri-Aija Viik,221,65,0,#N/A,12,Sotsiaaldemokraatlik Erakond
720,Aini Härm,218,27,0,#N/A,2,Eesti Keskerakond
938,Rein Järvelill,218,62,0,#N/A,11,Sotsiaaldemokraatlik Erakond
734,Irina Embrich,217,31,0,#N/A,3,Eesti Keskerakond
719,Tarmo Kriis,215,34,0,#N/A,2,Eesti Keskerakond
449,Helle Noorväli,215,80,1,#N/A,6,Erakond Isamaa ja Res Publica Liit
891,Garri Raagmaa,214,94,0,#N/A,6,Sotsiaaldemokraatlik Erakond
232,Kalev Essenson,214,51,1,#N/A,10,Eesti Konservatiivne Rahvaerakond
581,Tõnu Teeveer,210,116,0,#N/A,1,Eesti Vabaerakond
320,Innar Mäesalu,209,63,0,#N/A,5,Eesti Reformierakond
497,Marek Mekk,208,77,0,#N/A,11,Erakond Isamaa ja Res Publica Liit
897,Inna Nazarova,207,30,0,#N/A,7,Sotsiaaldemokraatlik Erakond
271,Andres Aro,206,95,0,#N/A,1,Eesti Reformierakond
152,Toomas Rull,205,58,2,#N/A,2,Eesti Konservatiivne Rahvaerakond
111,Raimo Kägu,205,68,0,#N/A,4,Rahva Ühtsuse Erakond
498,Kalle Vister,205,45,0,#N/A,11,Erakond Isamaa ja Res Publica Liit
296,Õnne Pillak,203,113,1,#N/A,3,Eesti Reformierakond
940,Sixten Sild,203,83,0,#N/A,11,Sotsiaaldemokraatlik Erakond
635,Rinno Lige,202,90,0,#N/A,5,Eesti Vabaerakond
760,Jüri Kuuskemaa,202,41,0,#N/A,5,Eesti Keskerakond
382,Riido Villup,202,69,0,#N/A,12,Eesti Reformierakond
550,Mart Saarso,202,83,2,#N/A,12,Erakond Eestimaa Rohelised
809,Janika Usin,200,28,0,#N/A,11,Eesti Keskerakond
417,Andres Öpik,198,108,0,#N/A,3,Erakond Isamaa ja Res Publica Liit
848,Tiiu Kuurme,197,84,2,#N/A,2,Sotsiaaldemokraatlik Erakond
646,Tamara Luigas,197,19,0,#N/A,7,Eesti Vabaerakond
213,Rein Suurkask,197,28,0,#N/A,8,Eesti Konservatiivne Rahvaerakond
812,Andre Laine,197,49,0,#N/A,11,Eesti Keskerakond
547,Ago Samoson,196,71,0,#N/A,11,Erakond Eestimaa Rohelised
484,Anneli Kannus,195,75,2,#N/A,10,Erakond Isamaa ja Res Publica Liit
407,Madis Päts,194,91,3,#N/A,2,Erakond Isamaa ja Res Publica Liit
580,Lii Ramjalg,192,99,0,#N/A,1,Eesti Vabaerakond
435,Andres Kaarmann,192,83,1,#N/A,4,Erakond Isamaa ja Res Publica Liit
757,Ants Vahtras,192,28,0,#N/A,5,Eesti Keskerakond
930,Kajar Lember,191,61,0,#N/A,10,Sotsiaaldemokraatlik Erakond
939,Kalev Härk,191,68,0,#N/A,11,Sotsiaaldemokraatlik Erakond
948,Priit Ruut,191,61,1,#N/A,12,Sotsiaaldemokraatlik Erakond
191,Elvo Leppmaa,188,28,0,#N/A,5,Eesti Konservatiivne Rahvaerakond
419,Jaak Uudmäe,187,81,0,#N/A,3,Erakond Isamaa ja Res Publica Liit
375,Anti Haugas,186,94,0,#N/A,11,Eesti Reformierakond
685,Kaie Herkel,185,67,0,#N/A,11,Eesti Vabaerakond
270,Liina Hermaküla,184,85,0,#N/A,1,Eesti Reformierakond
821,Kalle Song,184,34,0,#N/A,12,Eesti Keskerakond
281,Eve Pärnaste,183,96,1,#N/A,2,Eesti Reformierakond
432,Tiit Leier,183,54,0,#N/A,4,Erakond Isamaa ja Res Publica Liit
949,Kalev Kaljuste,182,50,1,#N/A,12,Sotsiaaldemokraatlik Erakond
177,Rene Kokk,180,47,2,#N/A,4,Eesti Konservatiivne Rahvaerakond
456,Janek Raik,180,38,2,#N/A,7,Erakond Isamaa ja Res Publica Liit
479,Aare Anderson,180,64,0,#N/A,9,Erakond Isamaa ja Res Publica Liit
583,Georg Kirsberg,179,103,0,#N/A,1,Eesti Vabaerakond
226,Olev Teder,179,50,0,#N/A,9,Eesti Konservatiivne Rahvaerakond
478,Rain Sangernebo,179,56,0,#N/A,9,Erakond Isamaa ja Res Publica Liit
858,Külli Urb,176,83,1,#N/A,3,Sotsiaaldemokraatlik Erakond
974,Heli Koit,176,58,1,#N/A,8,Üksikkandidaadid
916,Kairi Kell,176,80,0,#N/A,9,Sotsiaaldemokraatlik Erakond
178,Kai Rimmel,175,62,1,#N/A,4,Eesti Konservatiivne Rahvaerakond
282,Georg Aher,174,104,0,#N/A,2,Eesti Reformierakond
723,Juri Danilov,173,16,1,#N/A,2,Eesti Keskerakond
896,Eduard Odinets,173,49,0,#N/A,7,Sotsiaaldemokraatlik Erakond
355,Raivo Vadi,172,59,0,#N/A,9,Eesti Reformierakond
247,Martti Kirotaja,171,71,1,#N/A,11,Eesti Konservatiivne Rahvaerakond
654,Ain Ostra,170,62,0,#N/A,8,Eesti Vabaerakond
721,Tõnis Mölder,169,33,0,#N/A,2,Eesti Keskerakond
742,Jüri Võigemast,169,21,0,#N/A,4,Eesti Keskerakond
132,Piret Haljend,169,36,0,#N/A,11,Rahva Ühtsuse Erakond
302,Kalev Lillo,168,81,1,#N/A,4,Eesti Reformierakond
840,Jelena Poverina-Tšernõh,167,65,1,#N/A,2,Sotsiaaldemokraatlik Erakond
611,Ülo Mattheus,167,90,0,#N/A,3,Eesti Vabaerakond
741,René Toomse,167,33,0,#N/A,4,Eesti Keskerakond
386,Kristjan Heamäe,167,63,1,#N/A,12,Eesti Reformierakond
831,Sirje Keevallik,166,100,0,#N/A,1,Sotsiaaldemokraatlik Erakond
802,Diana Klas,163,27,1,#N/A,10,Eesti Keskerakond
792,Andres Vään,162,31,0,#N/A,9,Eesti Keskerakond
383,Maarja Kõrv,162,71,0,#N/A,12,Eesti Reformierakond
227,Kai Tennosaar,161,50,0,#N/A,9,Eesti Konservatiivne Rahvaerakond
674,Piret Tarto,161,47,2,#N/A,10,Eesti Vabaerakond
688,Tanel Valk,161,43,1,#N/A,11,Eesti Vabaerakond
409,Illimar Leppik Von Wirén,160,78,15,#N/A,2,Erakond Isamaa ja Res Publica Liit
293,Joonas Vänto,160,83,1,#N/A,3,Eesti Reformierakond
876,Evely Purre,160,47,0,#N/A,4,Sotsiaaldemokraatlik Erakond
534,Kristen Kannik,160,68,1,#N/A,5,Erakond Eestimaa Rohelised
392,Imre Rammul,158,75,1,#N/A,1,Erakond Isamaa ja Res Publica Liit
630,Mikko Nõukas,157,48,0,#N/A,5,Eesti Vabaerakond
680,Kalle Pilt,157,84,0,#N/A,10,Eesti Vabaerakond
718,Taavi Aas,156,19,0,#N/A,2,Eesti Keskerakond
151,Gunnar Stahl,155,44,1,#N/A,2,Eesti Konservatiivne Rahvaerakond
531,Joonas Laks,155,54,0,#N/A,4,Erakond Eestimaa Rohelised
813,Liis Tappo-Treial,155,19,0,#N/A,11,Eesti Keskerakond
775,Riho Kutsar,152,16,0,#N/A,7,Eesti Keskerakond
127,Tõnu Kalja,151,34,0,#N/A,9,Rahva Ühtsuse Erakond
269,Karin Pärtel,150,82,2,#N/A,1,Eesti Reformierakond
927,Henri Kaselo,149,38,1,#N/A,10,Sotsiaaldemokraatlik Erakond
675,Hannes Klaas,148,76,0,#N/A,10,Eesti Vabaerakond
311,Ena Soodla,147,76,0,#N/A,4,Eesti Reformierakond
459,Artur Põld,147,34,0,#N/A,7,Erakond Isamaa ja Res Publica Liit
873,Madis Roodla,146,46,1,#N/A,4,Sotsiaaldemokraatlik Erakond
268,Tatjana Muravjova,144,68,1,#N/A,1,Eesti Reformierakond
420,Tiit Papp,144,45,0,#N/A,3,Erakond Isamaa ja Res Publica Liit
193,Meelis Malk,144,39,0,#N/A,5,Eesti Konservatiivne Rahvaerakond
950,Andres Hirvela,144,48,0,#N/A,12,Sotsiaaldemokraatlik Erakond
605,Tõnu Ploompuu,143,66,0,#N/A,3,Eesti Vabaerakond
655,Ilme Last,143,55,0,#N/A,8,Eesti Vabaerakond
859,Jaak Kangilaski,142,58,0,#N/A,3,Sotsiaaldemokraatlik Erakond
204,Mari-Liis Lillemets,141,36,0,#N/A,7,Eesti Konservatiivne Rahvaerakond
781,Raivo Matsina,140,8,0,#N/A,8,Eesti Keskerakond
867,Mailis Alt,137,53,0,#N/A,4,Sotsiaaldemokraatlik Erakond
739,Värner Lootsmann,136,22,0,#N/A,4,Eesti Keskerakond
433,Jan Trei,135,56,0,#N/A,4,Erakond Isamaa ja Res Publica Liit
620,Veiko Herodes,135,69,0,#N/A,4,Eesti Vabaerakond
408,Linda Eichler,133,84,0,#N/A,2,Erakond Isamaa ja Res Publica Liit
955,Vello Leito,133,16,0,#N/A,4,Eesti Iseseisvuspartei
236,Toivo Suuroja,133,46,1,#N/A,10,Eesti Konservatiivne Rahvaerakond
149,Kairet Grassmann,132,55,0,#N/A,2,Eesti Konservatiivne Rahvaerakond
418,Andres Ergma,132,37,0,#N/A,3,Erakond Isamaa ja Res Publica Liit
884,Arno Peksar,132,40,0,#N/A,5,Sotsiaaldemokraatlik Erakond
253,Heldur Paulson,132,49,0,#N/A,12,Eesti Konservatiivne Rahvaerakond
286,Taavi Toppi,131,68,0,#N/A,2,Eesti Reformierakond
593,Margus Maidla,131,74,0,#N/A,2,Eesti Vabaerakond
292,Kaido Kaaberma,131,58,0,#N/A,3,Eesti Reformierakond
147,Maret Jõgi,130,50,1,#N/A,1,Eesti Konservatiivne Rahvaerakond
785,Mait Maltis,129,22,1,#N/A,8,Eesti Keskerakond
691,Urmas Ott,129,37,0,#N/A,11,Eesti Vabaerakond
660,Mats Õun,128,59,1,#N/A,8,Eesti Vabaerakond
665,Katrin Hauk,128,46,0,#N/A,9,Eesti Vabaerakond
591,Maris Meriste,127,54,1,#N/A,2,Eesti Vabaerakond
656,Väino Rajangu,127,56,1,#N/A,8,Eesti Vabaerakond
960,Toivo Õunapuu,127,23,1,#N/A,9,Eesti Iseseisvuspartei
499,Jaak Pächter,127,37,0,#N/A,11,Erakond Isamaa ja Res Publica Liit
833,Sandra Kamilova,126,67,1,#N/A,1,Sotsiaaldemokraatlik Erakond
604,Anne Hansberg,126,59,0,#N/A,3,Eesti Vabaerakond
150,Orhan Oktain,125,45,1,#N/A,2,Eesti Konservatiivne Rahvaerakond
536,Agu Kivimägi,124,55,0,#N/A,6,Erakond Eestimaa Rohelised
214,Marve Piip,124,39,0,#N/A,8,Eesti Konservatiivne Rahvaerakond
676,Heiki Krips,124,45,1,#N/A,10,Eesti Vabaerakond
684,Ivo Pill,123,46,0,#N/A,11,Eesti Vabaerakond
180,Lauri Lasimer,122,52,0,#N/A,4,Eesti Konservatiivne Rahvaerakond
697,Johannes Kass,122,25,0,#N/A,12,Eesti Vabaerakond
225,Mati Köhler,121,24,1,#N/A,9,Eesti Konservatiivne Rahvaerakond
668,Raik-Hiio Mikelsaar,121,65,0,#N/A,9,Eesti Vabaerakond
457,Risto Lindeberg,119,27,0,#N/A,7,Erakond Isamaa ja Res Publica Liit
663,Tauno Kure,119,56,0,#N/A,9,Eesti Vabaerakond
846,Reet Laja,118,57,0,#N/A,2,Sotsiaaldemokraatlik Erakond
874,Anne Leht,118,49,0,#N/A,4,Sotsiaaldemokraatlik Erakond
455,Ants Pauls,118,30,0,#N/A,7,Erakond Isamaa ja Res Publica Liit
794,Kalle Mihkels,117,19,0,#N/A,9,Eesti Keskerakond
141,Riho Rausma,116,30,0,#N/A,1,Eesti Konservatiivne Rahvaerakond
175,Paul Puustusmaa,116,57,0,#N/A,4,Eesti Konservatiivne Rahvaerakond
745,Ago Kokser,116,14,0,#N/A,4,Eesti Keskerakond
239,Indrek Särg,116,23,0,#N/A,10,Eesti Konservatiivne Rahvaerakond
249,Veevi Hõrak,115,24,0,#N/A,11,Eesti Konservatiivne Rahvaerakond
815,Heidy Tamme,115,13,2,#N/A,11,Eesti Keskerakond
825,Anne Betker,115,7,4,#N/A,12,Eesti Keskerakond
967,Marek Ranne,114,48,0,#N/A,11,Üksikkandidaadid
624,Urmas Kristal,113,34,0,#N/A,4,Eesti Vabaerakond
956,Olev Ait,113,28,1,#N/A,5,Eesti Iseseisvuspartei
486,Jüri Kõre,113,49,2,#N/A,10,Erakond Isamaa ja Res Publica Liit
619,Liisa Ojangu,112,49,0,#N/A,4,Eesti Vabaerakond
869,Stanislav Tšerepanov,111,24,0,#N/A,4,Sotsiaaldemokraatlik Erakond
969,Urmo Karusoo,111,23,0,#N/A,10,Üksikkandidaadid
962,Argo Mõttus,111,19,0,#N/A,11,Eesti Iseseisvuspartei
695,Ants Erm,111,44,0,#N/A,12,Eesti Vabaerakond
617,Katrin Mesilane,110,52,1,#N/A,4,Eesti Vabaerakond
973,Ege Hirv,110,26,0,#N/A,4,Üksikkandidaadid
124,Pavo Raudsepp,109,28,0,#N/A,8,Rahva Ühtsuse Erakond
416,Urmas Mardi,108,49,0,#N/A,3,Erakond Isamaa ja Res Publica Liit
872,Eve Kislov,108,30,0,#N/A,4,Sotsiaaldemokraatlik Erakond
644,Inna Rose,108,38,0,#N/A,7,Eesti Vabaerakond
952,Raivo Orgusaar,107,23,0,#N/A,1,Eesti Iseseisvuspartei
677,Urmet Külaots,107,58,0,#N/A,10,Eesti Vabaerakond
251,Vaino Rauba,107,21,0,#N/A,11,Eesti Konservatiivne Rahvaerakond
782,Hannes Männik,105,20,0,#N/A,8,Eesti Keskerakond
520,Küllike Reimaa,104,42,1,#N/A,2,Erakond Eestimaa Rohelised
601,Heldur-Valdek Seeder,104,30,0,#N/A,2,Eesti Vabaerakond
639,Marika Tali,104,30,0,#N/A,6,Eesti Vabaerakond
458,Aivo Tamm,104,19,0,#N/A,7,Erakond Isamaa ja Res Publica Liit
658,Olev Rahnu,104,34,0,#N/A,8,Eesti Vabaerakond
616,Aivar Koitla,103,43,0,#N/A,4,Eesti Vabaerakond
540,Erno Ilsen,103,35,0,#N/A,8,Erakond Eestimaa Rohelised
199,Uno Trumm,102,32,1,#N/A,6,Eesti Konservatiivne Rahvaerakond
234,Ruuben Kaalep,102,20,0,#N/A,10,Eesti Konservatiivne Rahvaerakond
823,Avo Keel,102,15,1,#N/A,12,Eesti Keskerakond
143,Annika Soots,101,21,1,#N/A,1,Eesti Konservatiivne Rahvaerakond
434,Priit Põldmäe,101,36,0,#N/A,4,Erakond Isamaa ja Res Publica Liit
220,Helgi Liik,101,14,0,#N/A,8,Eesti Konservatiivne Rahvaerakond
185,Anett Leosk,100,46,0,#N/A,4,Eesti Konservatiivne Rahvaerakond
752,Vello Jõgisoo,100,26,0,#N/A,4,Eesti Keskerakond
824,Ants Lopsik,100,14,0,#N/A,12,Eesti Keskerakond
216,Tarmo Hints,99,26,0,#N/A,8,Eesti Konservatiivne Rahvaerakond
875,Mati Õunloo,98,29,1,#N/A,4,Sotsiaaldemokraatlik Erakond
333,Aime Keis,98,34,0,#N/A,7,Eesti Reformierakond
606,Tarmo Kaldma,97,60,0,#N/A,3,Eesti Vabaerakond
609,Eda Heinla,97,54,0,#N/A,3,Eesti Vabaerakond
860,Gerd Tarand,97,29,1,#N/A,3,Sotsiaaldemokraatlik Erakond
179,Heino Lõiveke,97,17,1,#N/A,4,Eesti Konservatiivne Rahvaerakond
882,Jaanus Sahk,97,24,0,#N/A,5,Sotsiaaldemokraatlik Erakond
121,Evelyn Danilov,97,19,0,#N/A,7,Rahva Ühtsuse Erakond
202,Kalmer Kalaus,96,19,0,#N/A,6,Eesti Konservatiivne Rahvaerakond
929,Jarno Laur,96,36,0,#N/A,10,Sotsiaaldemokraatlik Erakond
683,Kalle Kaljuste,96,33,0,#N/A,11,Eesti Vabaerakond
384,Kalev Päit,96,33,1,#N/A,12,Eesti Reformierakond
284,Toomas Viks,95,58,0,#N/A,2,Eesti Reformierakond
600,Holger Peel,95,44,0,#N/A,2,Eesti Vabaerakond
849,Reigo Kimmel,95,60,0,#N/A,2,Sotsiaaldemokraatlik Erakond
749,Indrek Uuemaa,95,10,0,#N/A,4,Eesti Keskerakond
640,Kristo Krumm,95,41,0,#N/A,6,Eesti Vabaerakond
207,Mart Kalaus,95,15,0,#N/A,7,Eesti Konservatiivne Rahvaerakond
530,Ivar Soone,94,36,0,#N/A,4,Erakond Eestimaa Rohelised
217,Raivo Asuküla,94,28,0,#N/A,8,Eesti Konservatiivne Rahvaerakond
686,Urmas Heinaste,93,46,1,#N/A,11,Eesti Vabaerakond
431,Kadri Tillemann,92,53,0,#N/A,4,Erakond Isamaa ja Res Publica Liit
385,Carmen Illak,92,50,0,#N/A,12,Eesti Reformierakond
237,Aili Tuhkanen,91,23,1,#N/A,10,Eesti Konservatiivne Rahvaerakond
272,Gerol Silkin,89,45,0,#N/A,1,Eesti Reformierakond
625,Egge Kulbok-Lattik,89,55,0,#N/A,4,Eesti Vabaerakond
747,Peeter Rebane,88,24,0,#N/A,4,Eesti Keskerakond
245,Artur Karask,88,17,0,#N/A,11,Eesti Konservatiivne Rahvaerakond
963,Peeter Paemurru,88,15,0,#N/A,12,Eesti Iseseisvuspartei
396,Henrik Aavik,87,47,0,#N/A,1,Erakond Isamaa ja Res Publica Liit
586,Kuido Merits,87,46,0,#N/A,1,Eesti Vabaerakond
832,Maris Sild,87,45,0,#N/A,1,Sotsiaaldemokraatlik Erakond
153,Veiko Hartwig Valgepea,87,43,0,#N/A,2,Eesti Konservatiivne Rahvaerakond
410,Sülvi Sarapuu,87,38,0,#N/A,2,Erakond Isamaa ja Res Publica Liit
192,Rein Merila,87,27,0,#N/A,5,Eesti Konservatiivne Rahvaerakond
421,Madis Kübar,86,41,2,#N/A,3,Erakond Isamaa ja Res Publica Liit
514,Eero Uustalu,85,37,0,#N/A,1,Erakond Eestimaa Rohelised
562,Jevgeni Golovatš,85,7,0,#N/A,4,Eestimaa Ühendatud Vasakpartei
255,Käde Kalamees,84,24,0,#N/A,12,Eesti Konservatiivne Rahvaerakond
139,Taivo Põrk,83,21,0,#N/A,1,Eesti Konservatiivne Rahvaerakond
198,Aigar Põder,83,31,1,#N/A,6,Eesti Konservatiivne Rahvaerakond
957,Toomas Tamm,83,14,0,#N/A,6,Eesti Iseseisvuspartei
971,Maarika Pähklemäe,82,24,0,#N/A,2,Üksikkandidaadid
469,Marko Tiitus,82,20,0,#N/A,8,Erakond Isamaa ja Res Publica Liit
751,Oliver Liidemann,81,2,0,#N/A,4,Eesti Keskerakond
804,Kätlin Takis,81,5,0,#N/A,10,Eesti Keskerakond
195,Piret Kollo,80,16,0,#N/A,5,Eesti Konservatiivne Rahvaerakond
126,Ott Kukk,80,28,0,#N/A,8,Rahva Ühtsuse Erakond
541,Ain Kuningas,80,24,0,#N/A,8,Erakond Eestimaa Rohelised
669,Agu Rillo,80,29,0,#N/A,9,Eesti Vabaerakond
926,Tõnu Ints,80,21,0,#N/A,10,Sotsiaaldemokraatlik Erakond
965,Jaak Vackermann,79,28,0,#N/A,4,Üksikkandidaadid
784,Ülle Leesmaa,79,18,0,#N/A,8,Eesti Keskerakond
835,Tiia Tiik,78,37,0,#N/A,1,Sotsiaaldemokraatlik Erakond
219,Gustav Siniväli,77,24,0,#N/A,8,Eesti Konservatiivne Rahvaerakond
238,Tiina Pärnpuu,77,24,1,#N/A,10,Eesti Konservatiivne Rahvaerakond
701,Jaanus Ojangu,77,27,0,#N/A,12,Eesti Vabaerakond
168,Piia Paemurru,76,24,0,#N/A,3,Eesti Konservatiivne Rahvaerakond
826,Argo Mengel,76,8,0,#N/A,12,Eesti Keskerakond
537,Reigo Lehtla,75,30,0,#N/A,6,Erakond Eestimaa Rohelised
679,Laili Jõgiaas,75,34,0,#N/A,10,Eesti Vabaerakond
500,Sirle Rosenfeldt,74,33,1,#N/A,11,Erakond Isamaa ja Res Publica Liit
